id,headshot,firstName,lastName,sweaterNumber,positionCode,shootsCatches,heightInInches,weightInPounds,heightInCentimeters,weightInKilograms,birthDate,birthCity,birthCountry,birthStateProvince,team,player_name
8477919,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477919.png,Frederick,Gaudreau,89.0,C,R,72,184,183,83,1993-05-01,{'default': 'Bromont'},CAN,{'default': 'QC'},MIN,Frederick Gaudreau
8476867,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476867.png,Brendan,Gaunce,21.0,C,L,75,219,191,99,1994-03-25,{'default': 'Sudbury'},CAN,{'default': 'ON'},MIN,Brendan Gaunce
8483452,https://assets.nhle.com/mugs/nhl/20242025/MIN/8483452.png,Hunter,Haight,43.0,C,R,70,173,178,78,2004-04-04,{'default': 'Strathroy'},CAN,{'default': 'ON'},MIN,Hunter Haight
8477451,https://assets.nhle.com/mugs/nhl/20242025/MIN/8477451.png,Ryan,Hartman,38.0,R,R,72,197,183,89,1994-09-20,{'default': 'Hilton Head Island'},USA,{'default': 'SC'},MIN,Ryan Hartman
8476994,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476994.png,Vinnie,Hinostroza,18.0,C,R,70,183,178,83,1994-04-03,{'default': 'Chicago'},USA,{'default': 'IL'},MIN,Vinnie Hinostroza
8475149,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475149.png,Marcus,Johansson,90.0,L,L,73,203,185,92,1990-10-06,{'default': 'Landskrona'},SWE,,MIN,Marcus Johansson
8480259,https://assets.nhle.com/mugs/nhl/20242025/MIN/8480259.png,Ben,Jones,39.0,C,L,72,187,183,85,1999-02-26,{'default': 'Waterloo'},CAN,{'default': 'ON'},MIN,Ben Jones
8478864,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478864.png,Kirill,Kaprizov,97.0,L,L,70,202,178,92,1997-04-26,"{'default': 'Novokuznetsk', 'cs': 'Novokuzněck', 'sk': 'Novokuzněck'}",RUS,,MIN,Kirill Kaprizov
8474679,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474679.png,Gustav,Nyquist,41.0,C,L,71,180,180,82,1989-09-01,{'default': 'Halmstad'},SWE,,MIN,Gustav Nyquist
8483499,https://assets.nhle.com/mugs/nhl/20242025/MIN/8483499.png,Liam,Ohgren,28.0,L,L,72,187,183,85,2004-01-28,"{'default': 'Stockholm', 'fi': 'Tukholma'}",SWE,,MIN,Liam Ohgren
8482079,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482079.png,Marco,Rossi,23.0,C,L,69,182,175,83,2001-09-23,{'default': 'Feldkirch'},AUT,,MIN,Marco Rossi
8476913,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476913.png,Devin,Shore,19.0,C,L,73,206,185,93,1994-07-19,{'default': 'Ajax'},CAN,{'default': 'ON'},MIN,Devin Shore
8478508,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478508.png,Yakov,Trenin,13.0,C,L,74,201,188,91,1997-01-13,"{'default': 'Chelyabinsk', 'cs': 'Čeljabinsk', 'fi': 'Tsheljabinsk', 'sk': 'Čeljabinsk'}",RUS,,MIN,Yakov Trenin
8475692,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475692.png,Mats,Zuccarello,36.0,R,L,68,181,173,82,1987-09-01,{'default': 'Oslo'},NOR,,MIN,Mats Zuccarello
8474567,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474567.png,Zach,Bogosian,24.0,D,R,75,231,191,105,1990-07-15,{'default': 'Massena'},USA,{'default': 'NY'},MIN,Zach Bogosian
8476463,https://assets.nhle.com/mugs/nhl/20242025/MIN/8476463.png,Jonas,Brodin,25.0,D,L,74,196,188,89,1993-07-12,{'default': 'Karlstad'},SWE,,MIN,Jonas Brodin
8484798,https://assets.nhle.com/mugs/nhl/20242025/MIN/8484798.png,Zeev,Buium,8.0,D,L,72,183,183,83,2005-12-07,{'default': 'San Diego'},USA,{'default': 'CA'},MIN,Zeev Buium
8480990,https://assets.nhle.com/mugs/nhl/20242025/MIN/8480990.png,Declan,Chisholm,47.0,D,L,73,190,185,86,2000-01-12,{'default': 'Bowmanville'},CAN,{'default': 'ON'},MIN,Declan Chisholm
8480075,https://assets.nhle.com/mugs/nhl/20242025/MIN/8480075.png,Cameron,Crotty,34.0,D,R,75,182,191,83,1999-05-05,{'default': 'Ottawa'},CAN,{'default': 'ON'},MIN,Cameron Crotty
8482122,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482122.png,Brock,Faber,7.0,D,R,73,200,185,91,2002-08-22,{'default': 'Maple Grove'},USA,{'default': 'MN'},MIN,Brock Faber
8482781,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482781.png,Carson,Lambos,71.0,D,L,73,197,185,89,2003-01-14,{'default': 'Winnipeg'},CAN,{'default': 'MB'},MIN,Carson Lambos
8475750,https://assets.nhle.com/mugs/nhl/20242025/MIN/8475750.png,Jon,Merrill,4.0,D,L,75,204,191,93,1992-02-03,{'default': 'Oklahoma City'},USA,{'default': 'OK'},MIN,Jon Merrill
8478136,https://assets.nhle.com/mugs/nhl/20242025/MIN/8478136.png,Jake,Middleton,5.0,D,L,75,219,191,99,1996-01-02,{'default': 'Wainwright'},CAN,{'default': 'AB'},MIN,Jake Middleton
8474716,https://assets.nhle.com/mugs/nhl/20242025/MIN/8474716.png,Jared,Spurgeon,46.0,D,R,69,166,175,75,1989-11-29,{'default': 'Edmonton'},CAN,{'default': 'AB'},MIN,Jared Spurgeon
8470594,https://assets.nhle.com/mugs/nhl/20242025/MIN/8470594.png,Marc-Andre,Fleury,29.0,G,L,74,185,188,84,1984-11-28,{'default': 'Sorel'},CAN,{'default': 'QC'},MIN,Marc-Andre Fleury
8479406,https://assets.nhle.com/mugs/nhl/20242025/MIN/8479406.png,Filip,Gustavsson,32.0,G,L,74,184,188,83,1998-06-07,"{'default': 'Skelleftea', 'fi': 'Skellefteå', 'sv': 'Skellefteå'}",SWE,,MIN,Filip Gustavsson
8482661,https://assets.nhle.com/mugs/nhl/20242025/MIN/8482661.png,Jesper,Wallstedt,30.0,G,L,75,214,191,97,2002-11-14,"{'default': 'Vasteras', 'cs': 'Västeras', 'fi': 'Västerås', 'sk': 'Västeras', 'sv': 'Västerås'}",SWE,,MIN,Jesper Wallstedt
8482737,https://assets.nhle.com/mugs/nhl/20242025/STL/8482737.png,Zack,Bolduc,76.0,R,L,72,187,183,85,2003-02-24,{'default': 'Trois-Rivières'},CAN,{'default': 'QC'},STL,Zack Bolduc
8477402,https://assets.nhle.com/mugs/nhl/20242025/STL/8477402.png,Pavel,Buchnevich,89.0,L,L,73,196,185,89,1995-04-17,"{'default': 'Cherepovets', 'cs': 'Čerepovec', 'fi': 'Tsherepovets', 'fr': 'Tcherepovets', 'sk': 'Čerepovec'}",RUS,,STL,Pavel Buchnevich
8476889,https://assets.nhle.com/mugs/nhl/20242025/STL/8476889.png,Radek,Faksa,12.0,C,L,75,215,191,98,1994-01-09,"{'default': 'Vitkov', 'cs': 'Vítkov', 'fi': 'Vítkov', 'sk': 'Vítkov'}",CZE,,STL,Radek Faksa
8482077,https://assets.nhle.com/mugs/nhl/20242025/STL/8482077.png,Dylan,Holloway,81.0,L,L,73,206,185,93,2001-09-23,{'default': 'Calgary'},CAN,{'default': 'AB'},STL,Dylan Holloway
8478472,https://assets.nhle.com/mugs/nhl/20242025/STL/8478472.png,Mathieu,Joseph,71.0,R,L,73,186,185,84,1997-02-09,{'default': 'Laval'},CAN,{'default': 'QC'},STL,Mathieu Joseph
8479385,https://assets.nhle.com/mugs/nhl/20242025/STL/8479385.png,Jordan,Kyrou,25.0,R,R,73,196,185,89,1998-05-05,{'default': 'Toronto'},CAN,{'default': 'ON'},STL,Jordan Kyrou
8482089,https://assets.nhle.com/mugs/nhl/20242025/STL/8482089.png,Jake,Neighbours,63.0,L,L,72,201,183,91,2002-03-29,{'default': 'Calgary'},CAN,{'default': 'AB'},STL,Jake Neighbours
8475170,https://assets.nhle.com/mugs/nhl/20242025/STL/8475170.png,Brayden,Schenn,10.0,C,L,73,199,185,90,1991-08-22,{'default': 'Saskatoon'},CAN,{'default': 'SK'},STL,Brayden Schenn
8483516,https://assets.nhle.com/mugs/nhl/20242025/STL/8483516.png,Jimmy,Snuggerud,21.0,R,R,73,186,185,84,2004-06-01,{'default': 'Minneapolis'},USA,{'default': 'MN'},STL,Jimmy Snuggerud
8476897,https://assets.nhle.com/mugs/nhl/20242025/STL/8476897.png,Oskar,Sundqvist,70.0,C,R,75,220,191,100,1994-03-23,{'default': 'Boden'},SWE,,STL,Oskar Sundqvist
8480074,https://assets.nhle.com/mugs/nhl/20242025/STL/8480074.png,Alexandre,Texier,9.0,L,L,73,201,185,91,1999-09-13,"{'default': ""Saint-Martin-d'Hères""}",FRA,,STL,Alexandre Texier
8480023,https://assets.nhle.com/mugs/nhl/20242025/STL/8480023.png,Robert,Thomas,18.0,C,R,72,207,183,94,1999-07-02,{'default': 'Aurora'},CAN,{'default': 'ON'},STL,Robert Thomas
8480281,https://assets.nhle.com/mugs/nhl/20242025/STL/8480281.png,Alexey,Toropchenko,13.0,R,L,78,222,198,101,1999-06-25,"{'default': 'Moscow', 'cs': 'Moskva', 'de': 'Moskau', 'fi': 'Moskova', 'fr': 'Moscou', 'sk': 'Moskva', 'sv': 'Moskva'}",RUS,,STL,Alexey Toropchenko
8477573,https://assets.nhle.com/mugs/nhl/20242025/STL/8477573.png,Nathan,Walker,26.0,L,L,69,187,175,85,1994-02-07,{'default': 'Cardiff'},GBR,,STL,Nathan Walker
8481598,https://assets.nhle.com/mugs/nhl/20242025/STL/8481598.png,Philip,Broberg,6.0,D,L,76,212,193,96,2001-06-25,"{'default': 'Orebro', 'cs': 'Örebro', 'fi': 'Örebro', 'sk': 'Örebro', 'sv': 'Örebro'}",SWE,,STL,Philip Broberg
8475753,https://assets.nhle.com/mugs/nhl/20242025/STL/8475753.png,Justin,Faulk,72.0,D,R,72,214,183,97,1992-03-20,{'default': 'South St. Paul'},USA,{'default': 'MN'},STL,Justin Faulk
8475764,https://assets.nhle.com/mugs/nhl/20242025/STL/8475764.png,Cam,Fowler,17.0,D,L,74,210,188,95,1991-12-05,{'default': 'Windsor'},CAN,{'default': 'ON'},STL,Cam Fowler
8482516,https://assets.nhle.com/mugs/nhl/20242025/STL/8482516.png,Matthew,Kessel,51.0,D,R,74,205,188,93,2000-06-23,{'default': 'Bloomfield Hills'},USA,{'default': 'MI'},STL,Matthew Kessel
8475181,https://assets.nhle.com/mugs/nhl/20242025/STL/8475181.png,Nick,Leddy,4.0,D,L,72,205,183,93,1991-03-20,{'default': 'Eden Prairie'},USA,{'default': 'MN'},STL,Nick Leddy
8476892,https://assets.nhle.com/mugs/nhl/20242025/STL/8476892.png,Colton,Parayko,55.0,D,R,78,228,198,103,1993-05-12,"{'default': 'St. Albert', 'fr': 'St-Albert'}",CAN,{'default': 'AB'},STL,Colton Parayko
8470600,https://assets.nhle.com/mugs/nhl/20242025/STL/8470600.png,Ryan,Suter,22.0,D,L,73,201,185,91,1985-01-21,{'default': 'Madison'},USA,{'default': 'WI'},STL,Ryan Suter
8481006,https://assets.nhle.com/mugs/nhl/20242025/STL/8481006.png,Tyler,Tucker,75.0,D,L,73,204,185,93,2000-03-01,{'default': 'Thunder Bay'},CAN,{'default': 'ON'},STL,Tyler Tucker
8476412,https://assets.nhle.com/mugs/nhl/20242025/STL/8476412.png,Jordan,Binnington,50.0,G,L,74,172,188,78,1993-07-11,{'default': 'Richmond Hill'},CAN,{'default': 'ON'},STL,Jordan Binnington
8480981,https://assets.nhle.com/mugs/nhl/20242025/STL/8480981.png,Joel,Hofer,30.0,G,L,77,179,196,81,2000-07-30,{'default': 'Winnipeg'},CAN,{'default': 'MB'},STL,Joel Hofer
8474150,https://assets.nhle.com/mugs/nhl/20242025/CGY/8474150.png,Mikael,Backlund,11.0,C,L,72,206,183,93,1989-03-17,"{'default': 'Vasteras', 'cs': 'Västeras', 'fi': 'Västerås', 'sk': 'Västeras', 'sv': 'Västerås'}",SWE,,CGY,Mikael Backlund
8476399,https://assets.nhle.com/mugs/nhl/20242025/CGY/8476399.png,Blake,Coleman,20.0,L,L,71,199,180,90,1991-11-28,{'default': 'Plano'},USA,{'default': 'TX'},CGY,Blake Coleman
8482679,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482679.png,Matt,Coronato,27.0,R,R,70,183,178,83,2002-11-14,{'default': 'Greenlawn'},USA,{'default': 'NY'},CGY,Matt Coronato
8480797,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480797.png,Joel,Farabee,86.0,L,L,72,186,183,84,2000-02-25,{'default': 'Syracuse'},USA,{'default': 'NY'},CGY,Joel Farabee
8480028,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480028.png,Morgan,Frost,16.0,C,L,72,193,183,88,1999-05-14,{'default': 'Aurora'},CAN,{'default': 'ON'},CGY,Morgan Frost
8476456,https://assets.nhle.com/mugs/nhl/20242025/CGY/8476456.png,Jonathan,Huberdeau,10.0,L,L,73,200,185,91,1993-06-04,"{'default': 'Saint-Jerome', 'fr': 'Saint-Jérome'}",CAN,{'default': 'QC'},CGY,Jonathan Huberdeau
8475172,https://assets.nhle.com/mugs/nhl/20242025/CGY/8475172.png,Nazem,Kadri,91.0,C,L,72,185,183,84,1990-10-06,"{'default': 'London', 'sk': 'Londýn'}",CAN,{'default': 'ON'},CGY,Nazem Kadri
8477993,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477993.png,Justin,Kirkland,58.0,C,L,75,183,191,83,1996-08-02,{'default': 'Winnipeg'},CAN,{'default': 'MB'},CGY,Justin Kirkland
8479066,https://assets.nhle.com/mugs/nhl/20242025/CGY/8479066.png,Ryan,Lomberg,70.0,L,L,69,184,175,83,1994-12-09,{'default': 'Richmond Hill'},CAN,{'default': 'ON'},CGY,Ryan Lomberg
8477511,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477511.png,Anthony,Mantha,39.0,R,L,77,234,196,106,1994-09-16,{'default': 'Longueuil'},CAN,{'default': 'QC'},CGY,Anthony Mantha
8481028,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481028.png,Martin,Pospisil,76.0,C,L,74,173,188,78,1999-11-19,{'default': 'Zvolen'},SVK,,CGY,Martin Pospisil
8479291,https://assets.nhle.com/mugs/nhl/20242025/CGY/8479291.png,Kevin,Rooney,21.0,C,L,74,190,188,86,1993-05-21,{'default': 'Canton'},USA,{'default': 'MA'},CGY,Kevin Rooney
8481068,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481068.png,Yegor,Sharangovich,17.0,C,L,74,196,188,89,1998-06-06,{'default': 'Minsk'},BLR,,CGY,Yegor Sharangovich
8484234,https://assets.nhle.com/mugs/nhl/20242025/CGY/8484234.png,Aydar,Suniev,36.0,L,L,74,198,188,90,2004-11-16,"{'default': 'Kazan', 'cs': 'Kazaň', 'sk': 'Kazaň'}",RUS,,CGY,Aydar Suniev
8482074,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482074.png,Connor,Zary,47.0,C,L,72,178,183,81,2001-09-25,{'default': 'Saskatoon'},CAN,{'default': 'SK'},CGY,Connor Zary
8478397,https://assets.nhle.com/mugs/nhl/20242025/CGY/8478397.png,Rasmus,Andersson,4.0,D,R,73,202,185,92,1996-10-27,{'default': 'Malmo'},SWE,,CGY,Rasmus Andersson
8480860,https://assets.nhle.com/mugs/nhl/20242025/CGY/8480860.png,Kevin,Bahl,7.0,D,L,78,230,198,104,2000-06-27,{'default': 'New Westminster'},CAN,{'default': 'BC'},CGY,Kevin Bahl
8479402,https://assets.nhle.com/mugs/nhl/20242025/CGY/8479402.png,Jake,Bean,24.0,D,L,73,191,185,87,1998-06-09,{'default': 'Calgary'},CAN,{'default': 'AB'},CGY,Jake Bean
8477810,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477810.png,Joel,Hanley,44.0,D,L,71,186,180,84,1991-06-08,{'default': 'Keswick'},CAN,{'default': 'ON'},CGY,Joel Hanley
8482624,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482624.png,Daniil,Miromanov,62.0,D,R,76,207,193,94,1997-07-11,"{'default': 'Moscow', 'cs': 'Moskva', 'de': 'Moskau', 'fi': 'Moskova', 'fr': 'Moscou', 'sk': 'Moskva', 'sv': 'Moskva'}",RUS,,CGY,Daniil Miromanov
8481167,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481167.png,Brayden,Pachal,94.0,D,R,74,202,188,92,1999-08-23,{'default': 'Estevan'},CAN,{'default': 'SK'},CGY,Brayden Pachal
8484768,https://assets.nhle.com/mugs/nhl/20242025/CGY/8484768.png,Zayne,Parekh,89.0,D,R,72,179,183,81,2006-02-15,{'default': 'Markham'},CAN,{'default': 'ON'},CGY,Zayne Parekh
8482470,https://assets.nhle.com/mugs/nhl/20242025/CGY/8482470.png,Ilya,Solovyov,98.0,D,L,75,208,191,94,2000-07-20,{'default': 'Mogilev'},BLR,,CGY,Ilya Solovyov
8477346,https://assets.nhle.com/mugs/nhl/20242025/CGY/8477346.png,MacKenzie,Weegar,52.0,D,R,72,206,183,93,1994-01-07,{'default': 'Ottawa'},CAN,{'default': 'ON'},CGY,MacKenzie Weegar
8478435,https://assets.nhle.com/mugs/nhl/20242025/CGY/8478435.png,Dan,Vladar,80.0,G,L,77,209,196,95,1997-08-20,"{'default': 'Prague', 'cs': 'Praha', 'de': 'Prag', 'fi': 'Praha', 'sk': 'Praha', 'sv': 'Prag'}",CZE,,CGY,Dan Vladar
8481692,https://assets.nhle.com/mugs/nhl/20242025/CGY/8481692.png,Dustin,Wolf,32.0,G,L,72,166,183,75,2001-04-16,{'default': 'Gilroy'},USA,{'default': 'CA'},CGY,Dustin Wolf
8479414,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479414.png,Nathan,Bastian,14.0,R,R,76,205,193,93,1997-12-06,{'default': 'Kitchener'},CAN,{'default': 'ON'},NJD,Nathan Bastian
8479407,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479407.png,Jesper,Bratt,63.0,L,L,70,175,178,79,1998-07-30,"{'default': 'Stockholm', 'fi': 'Tukholma'}",SWE,,NJD,Jesper Bratt
8481032,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481032.png,Paul,Cotter,47.0,C,L,74,213,188,97,1999-11-16,{'default': 'Canton'},USA,{'default': 'MI'},NJD,Paul Cotter
8475413,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475413.png,Justin,Dowling,37.0,C,L,70,180,178,82,1990-10-01,{'default': 'Calgary'},CAN,{'default': 'AB'},NJD,Justin Dowling
8481518,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481518.png,Nolan,Foote,29.0,L,L,75,196,191,89,2000-11-29,{'default': 'Denver'},USA,{'default': 'CO'},NJD,Nolan Foote
8479996,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479996.png,Cody,Glass,12.0,C,R,75,201,191,91,1999-04-01,{'default': 'Winnipeg'},CAN,{'default': 'MB'},NJD,Cody Glass
8483531,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483531.png,Brian,Halonen,48.0,L,R,72,207,183,94,1999-01-11,{'default': 'Delano'},USA,{'default': 'MN'},NJD,Brian Halonen
8482635,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482635.png,Mike,Hardman,39.0,L,L,74,205,188,93,1999-02-05,{'default': 'Hanover'},USA,{'default': 'MA'},NJD,Mike Hardman
8475287,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475287.png,Erik,Haula,56.0,L,L,71,191,180,87,1991-03-23,"{'default': 'Pori', 'sv': 'Björneborg'}",FIN,,NJD,Erik Haula
8480002,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480002.png,Nico,Hischier,13.0,C,L,73,200,185,91,1999-01-04,{'default': 'Maters'},CHE,,NJD,Nico Hischier
8481559,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481559.png,Jack,Hughes,86.0,C,L,71,175,180,79,2001-05-14,{'default': 'Orlando'},USA,{'default': 'FL'},NJD,Jack Hughes
8477508,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477508.png,Curtis,Lazar,42.0,C,R,72,203,183,92,1995-02-02,{'default': 'Salmon Arm'},CAN,{'default': 'BC'},NJD,Curtis Lazar
8481594,https://assets.nhle.com/mugs/nhl/20242025/NJD/8481594.png,Nathan,Légaré,16.0,R,R,72,200,183,91,2001-01-11,{'default': 'Montréal'},CAN,{'default': 'QC'},NJD,Nathan Légaré
8477073,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477073.png,Kurtis,MacDermid,23.0,L,L,77,233,196,106,1994-03-25,"{'default': 'Quebec City', 'fr': 'Québec'}",CAN,{'default': 'QC'},NJD,Kurtis MacDermid
8483397,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483397.png,Marc,McLaughlin,21.0,C,R,72,202,183,92,1999-07-26,{'default': 'North Billerica'},USA,{'default': 'MA'},NJD,Marc McLaughlin
8478414,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478414.png,Timo,Meier,28.0,R,L,73,220,185,100,1996-10-08,{'default': 'Herisau'},CHE,,NJD,Timo Meier
8482110,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482110.png,Dawson,Mercer,91.0,C,R,72,180,183,82,2001-10-27,{'default': 'Carbonear'},CAN,{'default': 'NL'},NJD,Dawson Mercer
8476474,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476474.png,Stefan,Noesen,11.0,R,R,73,205,185,93,1993-02-12,{'default': 'Plano'},USA,{'default': 'TX'},NJD,Stefan Noesen
8476292,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476292.png,Ondrej,Palat,18.0,L,L,72,194,183,88,1991-03-28,"{'default': 'Frydek-Mistek', 'cs': 'Frýdek-Místek', 'fi': 'Frýdek-Místek', 'sk': 'Frýdek-Místek'}",CZE,,NJD,Ondrej Palat
8478466,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478466.png,Daniel,Sprong,10.0,R,R,72,195,183,88,1997-03-17,{'default': 'Amsterdam'},NLD,,NJD,Daniel Sprong
8475193,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475193.png,Tomas,Tatar,90.0,L,L,70,173,178,78,1990-12-01,"{'default': 'Ilava', 'cs': 'Iľava', 'sk': 'Iľava'}",SVK,,NJD,Tomas Tatar
8483429,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483429.png,Seamus,Casey,24.0,D,R,70,162,178,73,2004-01-08,{'default': 'Miami'},USA,{'default': 'FL'},NJD,Seamus Casey
8479395,https://assets.nhle.com/mugs/nhl/20242025/NJD/8479395.png,Dennis,Cholowski,44.0,D,L,74,210,188,95,1998-02-15,{'default': 'Langley'},CAN,{'default': 'BC'},NJD,Dennis Cholowski
8475455,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475455.png,Brenden,Dillon,5.0,D,L,76,225,193,102,1990-11-13,{'default': 'New Westminster'},CAN,{'default': 'BC'},NJD,Brenden Dillon
8475208,https://assets.nhle.com/mugs/nhl/20242025/NJD/8475208.png,Brian,Dumoulin,2.0,D,L,76,214,193,97,1991-09-06,{'default': 'Biddeford'},USA,{'default': 'ME'},NJD,Brian Dumoulin
8476462,https://assets.nhle.com/mugs/nhl/20242025/NJD/8476462.png,Dougie,Hamilton,7.0,D,R,78,230,198,104,1993-06-17,{'default': 'Toronto'},CAN,{'default': 'ON'},NJD,Dougie Hamilton
8482684,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482684.png,Luke,Hughes,43.0,D,L,74,198,188,90,2003-09-09,{'default': 'Manchester'},USA,{'default': 'NH'},NJD,Luke Hughes
8480192,https://assets.nhle.com/mugs/nhl/20242025/NJD/8480192.png,Johnathan,Kovacevic,8.0,D,R,77,223,196,101,1997-07-12,{'default': 'Hamilton'},CAN,{'default': 'ON'},NJD,Johnathan Kovacevic
8483495,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483495.png,Simon,Nemec,17.0,D,R,73,190,185,86,2004-02-15,{'default': 'Liptovský Mikuláš'},SVK,,NJD,Simon Nemec
8477488,https://assets.nhle.com/mugs/nhl/20242025/NJD/8477488.png,Brett,Pesce,22.0,D,R,75,206,191,93,1994-11-15,{'default': 'Tarrytown'},USA,{'default': 'NY'},NJD,Brett Pesce
8478399,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478399.png,Jonas,Siegenthaler,71.0,D,L,74,218,188,99,1997-05-06,{'default': 'Zurich'},CHE,,NJD,Jonas Siegenthaler
8482873,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482873.png,Topias,Vilen,38.0,D,L,73,194,185,88,2003-04-01,"{'default': 'Lahti', 'sv': 'Lahtis'}",FIN,,NJD,Topias Vilen
8478841,https://assets.nhle.com/mugs/nhl/20242025/NJD/8478841.png,Colton,White,45.0,D,L,73,187,185,85,1997-05-03,"{'default': 'London', 'sk': 'Londýn'}",CAN,{'default': 'ON'},NJD,Colton White
8474596,https://assets.nhle.com/mugs/nhl/20242025/NJD/8474596.png,Jake,Allen,34.0,G,L,74,197,188,89,1990-08-07,{'default': 'Fredericton'},CAN,{'default': 'NB'},NJD,Jake Allen
8482076,https://assets.nhle.com/mugs/nhl/20242025/NJD/8482076.png,Nico,Daws,50.0,G,L,76,205,193,93,2000-12-22,"{'default': 'Munich', 'cs': 'Mnichov', 'de': 'München', 'fi': 'München', 'sk': 'Mnichov', 'sv': 'München'}",DEU,,NJD,Nico Daws
8474593,https://assets.nhle.com/mugs/nhl/20242025/NJD/8474593.png,Jacob,Markstrom,25.0,G,L,78,207,198,94,1990-01-31,{'default': 'Gavle'},SWE,,NJD,Jacob Markstrom
8483659,https://assets.nhle.com/mugs/nhl/20242025/NJD/8483659.png,Isaac,Poulter,65.0,G,L,74,174,188,79,2001-09-12,{'default': 'Winnipeg'},CAN,{'default': 'MB'},NJD,Isaac Poulter
8476981,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476981.png,Josh,Anderson,17.0,R,R,75,226,191,103,1994-05-07,{'default': 'Burlington'},CAN,{'default': 'ON'},MTL,Josh Anderson
8476469,https://assets.nhle.com/mugs/nhl/20242025/MTL/8476469.png,Joel,Armia,40.0,R,R,75,216,191,98,1993-05-31,"{'default': 'Pori', 'sv': 'Björneborg'}",FIN,,MTL,Joel Armia
8481540,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481540.png,Cole,Caufield,13.0,R,R,68,175,173,79,2001-01-02,{'default': 'Mosinee'},USA,{'default': 'WI'},MTL,Cole Caufield
8481523,https://assets.nhle.com/mugs/nhl/20242025/MTL/8481523.png,Kirby,Dach,77.0,C,R,76,221,193,100,2001-01-21,{'default': 'Fort Saskatchewan'},CAN,{'default': 'AB'},MTL,Kirby Dach
8484984,https://assets.nhle.com/mugs/nhl/20242025/MTL/8484984.png,Ivan,Demidov,93.0,R,L,73,192,185,87,2005-12-10,{'default': 'Sergiyev Posad'},RUS,,MTL,Ivan Demidov
8477989,https://assets.nhle.com/mugs/nhl/20242025/MTL/8477989.png,Christian,Dvorak,28.0,C,L,73,190,185,86,1996-02-02,{'default': 'Palos'},USA,{'default': 'IL'},MTL,Christian Dvorak
8478133,https://assets.nhle.com/mugs/nhl/20242025/MTL/8478133.png,Jake,Evans,71.0,C,R,72,190,183,86,1996-06-02,{'default': 'Toronto'},CAN,{'default': 'ON'},MTL,Jake Evans
8475848,https://assets.nhle.com/mugs/nhl/20242025/MTL/8475848.png,Brendan,Gallagher,11.0,R,R,69,185,175,84,1992-05-06,{'default': 'Edmonton'},CAN,{'default': 'AB'},MTL,Brendan Gallagher
